"DeathRate","Perc_OnlyPrivate","Perc_Private","Perc_Poverty","Perc_MarriedHouse","Avg_Cases","Mean_Male","Mean_Female","BirthRate","Perc_Married","Perc_Unemployed16","Perc_HighSchool25","Perc_HighSchool18_24","Perc_Col18_24","Perc_Bach25","Perc_Emp16","Avg_DeathPerYear","Mean_Income","IncidenceRate"
190,46.4,62.4,21.9,39.01594283,947,31.5,35.5,6.992367626,39.5,11,27.7,32.3,48.8,15,50.2,362,41783,504.8
188.8,24.7,48.3,17.3,46.76903391,35,52.3,50.7,3.333333333,46,11.8,41.8,59.8,NA,9.8,42.3,12,36449,538.8
196,47.3,63.8,19.5,49.15232048,259,39.2,42.8,5.121798876,50.1,9.2,32.8,29.4,51.8,10.2,53.3,99,43073,525.6
187.7,63.7,81.9,8,60.07342818,34,44.6,46.3,7.071713147,61.8,1.9,32.5,29.8,NA,14.7,67.7,16,58162,417.6
188.1,53.8,67,15.6,56.23599701,81,40.7,42.2,5.568862275,55.5,6.4,47.9,47.6,31.4,7.2,56.2,31,47023,497.1
226.6,42.5,57.3,21.8,40.54159109,64,39.7,43.7,3.86837478,46.2,10.7,32.8,41.8,NA,16.1,51.3,58,34099,265.7
163,49.5,74.2,8.9,49.56310834,1892,49.5,53,3.521180903,53.2,7,24.9,37.2,NA,23,55.8,685,64150,505
195.6,32.1,45.9,22.5,46.08938547,65,37.8,41.4,5.737356566,46.6,11.9,44,38.1,NA,6.8,43.2,30,33959,443.2
202.6,NA,48,22.6,48.11020036,69,37.7,43,4.821037253,48.2,12.9,41.3,28,NA,6.1,42.8,28,32459,492.4
201,NA,62.8,19,50.28948094,615,39.3,42.2,4.287972051,50.1,9,31.9,32.2,NA,10.1,49.4,264,39904,472.9
186.4,53.3,68,14.5,57.87336878,154,40.1,40.9,8.386023295,57.8,7.8,44.9,37,NA,9.6,55.5,62,44385,483.9
173.4,51.6,71.4,12.8,47.6859659,73,39.7,41.5,7.681053402,51.2,5.4,40,26.1,46.1,11.5,64.1,31,44905,431.6
183.7,NA,56.1,24.7,42.75114155,99,37.3,41.4,4.488542405,43,10.5,42.1,50.6,NA,7.2,49.8,41,35470,457.4
179.9,53.3,73.1,14.3,55.8526976,588,24.6,29,9.215177413,54.5,11.6,28.9,45.5,NA,13.5,43.6,206,-999,477.5
129.1,52,65.3,12.7,60.59837728,27,36.8,36,6.825657895,60.8,2.3,29.6,31.6,NA,15.1,63.8,8,50698,448
173.4,60.5,74.3,9.6,57.35753743,720,37.8,40.2,5.968296134,55.6,6.9,34.4,39.5,NA,17.5,59.7,272,59921,459.5
183.4,33.8,54.1,17.8,49.44098815,2696,46.6,49.6,5.222619682,49.5,12,36.6,37.4,NA,11.7,41.1,1089,39860,490.1
123.9,NA,45.4,29.2,54.065766,35,29.1,31.9,4.937906564,44.4,8.4,31.5,36.5,NA,11.2,46.7,16,40590,261.1
165.4,49.1,65,14.5,55.38477444,399,33.5,35.4,8.551754776,55.7,5.9,28.9,28.5,53.9,12,60.2,144,44236,471.4
166.9,63.2,78.7,8.9,57.7359535,1962.667684,41.2,41.3,7.140456989,58.4,5.3,35.5,38.9,NA,15.4,66.9,56,61665,453.5494221
239.8,NA,45.7,28.7,38.70967742,81,36.3,38.8,6.710775047,41.5,11.2,37.8,49.8,25.1,7.8,47.1,52,32120,380.6
198.2,42.8,59.2,16.9,54.9562195,210,40.4,42.7,9.035846724,57.7,8.4,35.9,34.4,NA,9.3,51.6,102,39779,426.3
149.5,61.8,72.7,17.5,49.023794,515,30.3,31.7,4.207066557,45.8,6.7,21.4,18.5,66.3,25.1,62.4,188,59569,399.8
184.1,40.9,55.7,20,59.23236515,29,41.4,45,11.27029608,58.1,13.6,33.6,34.5,NA,14.4,43.9,15,38304,382
192.3,NA,44.9,20.9,56.22047244,9,40.8,54.4,8.620689655,64.5,7.5,30.9,20,NA,11.6,52.9,5,32722,342.6
178.9,57.6,77.7,9.9,53.53820299,463,40.4,43.7,4.49736915,51.1,6,40.2,45.6,NA,11.5,60.1,201,54359,437.3
215,NA,44.9,34.6,34.62088698,41,36.1,46,3.774792067,37.6,10.3,36.8,28.8,36,7.5,43.9,22,30678,409.5
189.9,46.5,57.8,18.2,45.37901705,579,34.1,37.3,6.625137665,46.9,5.9,28.2,31.5,45.6,14,58.3,258,50020,441
216.4,42,57.2,28.2,50.55837563,121,35.3,38.5,8.461219411,43.4,7.9,38,27.2,25.8,6.9,35.5,54,34010,482
194,48.2,63.3,21.9,40.76501639,564,36.9,39.9,4.521925134,43,6.8,31.9,28.2,NA,14.8,50.3,237,34887,483.4
170.8,49.5,62.3,14.1,49.8110282,239,35.3,37.7,9.558702453,50.3,5.8,34,35.6,38.9,10.7,60.1,107,57007,391.3
174.7,NA,65.8,25.1,47.70510614,69,41.5,45.5,1.886792453,38.4,6.4,42.3,39,NA,4.6,33.5,24,36459,492.2
178.3,41.9,59.7,17.7,46.00309721,3119,44.5,47.9,4.314909294,46.4,9.1,33.8,29.5,NA,14.1,47,1430,40881,422.4
190.3,58.3,74.7,12.9,51.51280062,133,38.6,40.9,3.880659295,53.3,8,37.6,30.8,NA,16.6,61.8,56,48584,482.1
185,35.8,48.2,24.4,46.37607056,102,37.6,39.8,6.208291203,45.3,7.9,38,38.3,NA,7.7,51,50,33136,380.6
160.8,52.7,65.7,14.7,49.11068515,300,34.8,37.1,8.958855626,52,6,32.5,43.3,34.5,12.4,67.5,108,48499,469.4
224.3,52.5,66.9,13.7,52.02513532,231,37.9,40.8,5.682641548,52.8,9.2,40.6,33.9,NA,10.3,56.1,108,49453,488.5
201.5,41.6,59.2,24.3,44.24762927,106,41,43.9,7.331771008,42.7,10.8,37.1,40.2,NA,10.5,43.8,44,37996,508
181.2,45.5,64.2,14.5,47.33045769,3721,45.1,47.9,4.967904974,48.6,10.9,28.8,29.9,NA,16.9,49.6,1571,47973,464.8
146.8,NA,84,6.6,55.46135117,1962.667684,35.6,38.1,5.529393013,56.8,4.5,15.2,25,NA,33.6,69.2,796,76104,453.5494221
151.2,60.6,77.8,10.4,58.52386683,1962.667684,39.5,45.4,1.470588235,-999,5.3,32.9,36.5,NA,15.2,63.2,13,52744,453.5494221
224.8,NA,51.8,28.3,39.62978544,183,38.4,43.7,3.907462265,37.2,11.6,40.3,37,NA,7.3,42.9,95,29609,425.2
127.1,40.1,54.2,23.9,47.32708386,51,39.9,41.6,3.860242322,41.2,7.4,43.6,41.6,NA,6.2,40.8,20,36128,341.5
192.1,37,55,21,47.33299849,167,40.6,44.5,6.192236599,49,13,33.1,20.9,NA,9.8,49.3,67,38329,500.1
220.6,NA,80.6,18.8,67.25663717,24,23,24.5,11.7201426,46.8,16.5,27,40,NA,19.3,24,9,45933,510.8
123.2,55.6,64.1,10.4,55.46666667,47,42.4,42.6,1.309904153,54.6,5.7,25.5,38.6,NA,26.9,68.9,16,59379,310.5
178.3,56.8,73.1,13.1,56.06981761,266,36.7,38.4,5.87213091,54.8,7.6,33.5,38.8,NA,13.5,NA,99,54366,475
197.6,NA,56.6,26,34.5491049,903,31.6,35.6,6.251597303,35.2,12,31.1,38,NA,12.7,48.6,392,36012,453.5
222,52,66.7,14.4,51.98789974,102,40.1,42.3,5.966850829,55.1,6.9,47.4,39.1,NA,8.7,57.7,48,47418,480.1
157.5,NA,60.9,18.1,50.1637513,1007,34.5,37.4,5.87592919,50.2,7.2,25.6,28.3,NA,17.1,NA,382,45363,429.6
168.1,39.9,61.7,15.7,54.46484132,1962.667684,48,48.6,7.941812463,61.1,7.4,35.4,44.2,NA,14.2,52.6,76,45179,453.5494221
149.1,59.3,77.7,10,52.75321855,85,39.6,43.8,8.147459727,55.9,4.6,37.7,40.4,NA,15.1,65.3,34,51527,410.1
129.6,NA,73.4,11.5,57.41165672,67,42.1,45.9,6.073648972,59.7,3.2,44.2,41.3,NA,11.3,62.9,25,52616,426.7
134.2,60.7,72.9,12.3,56.7665373,858,31.3,32.3,7.55683473,54.5,6.3,29.1,34.2,NA,15.9,NA,275,59293,417.9
163.9,NA,67.9,15.6,54.17508418,48,52.9,50.8,3.703703704,56.9,10.5,27.8,33.2,NA,17.5,48.1,14,50874,507.4
216.1,29.4,46.4,29.8,36.89978083,75,42.1,44.6,7.061933535,41.6,12.9,39.1,41.4,31.8,9.7,42.2,35,28271,464.5
190,52.2,69.7,12,50.5574358,1962.667684,38.9,41.7,6.653151493,51.9,7.7,38.3,33.4,38.6,10,58.4,63,48434,453.5494221
196.5,NA,73,12.4,57.70183259,115,40.2,41.5,6.863636364,58.2,5.8,38.7,44.6,36.8,12.6,59.6,51,51221,459.5
165.8,NA,61.2,15.8,51.38418948,424,34.5,37.2,6.155041017,50.6,6.5,31.3,37,NA,12.7,59.8,161,51003,444.5
155.2,35.2,43.1,28.1,52.4099723,1436,29.6,30.9,6.825864335,47.5,12,25.2,33.5,NA,9.5,52.5,564,42360,391.5
153.1,54.9,65.5,13.6,53.06008644,73,30.6,32.4,4.818560381,54.9,3.5,28.4,29.4,NA,14.9,68.7,28,49780,391.6
196.9,NA,51.7,18,52.12070411,99,41.1,44.2,8.040842374,54.7,7.6,35.1,34.7,35,8.3,48,43,38517,460.2
254.3,39.6,58.1,19,34.42211055,1962.667684,48,49.2,9.518477044,41.8,15.4,31.2,42.3,51.6,6.8,48.1,20,40714,453.5494221
155.3,59.2,77.3,12.5,57.8539823,62,42.9,47.5,8.200103146,63.9,0.9,34,27.2,NA,14.9,67.5,26,46667,407.3
179.2,61.1,74,10.1,58.3677686,573,39.1,40.9,4.280356467,56.6,6.5,32.1,40.3,NA,19.9,61.5,219,60955,463.3
143.3,NA,77.6,9,61.14462263,73,37.6,39.1,6.394269037,61.4,6.4,31.5,55.2,25.7,15.7,63,27,63575,365.9
172.2,50.1,71.2,14.4,50.68270187,136,45,47.5,6.088280061,54,7,39.9,33,NA,15,52.3,70,45174,358.9
180.1,NA,51.1,26.4,47.7128143,56,44.6,45.5,2.387267905,46.9,9.4,40.3,23,NA,9,NA,23,37672,446.2
161,36.5,51.5,16.7,57.58499414,57,43.7,43.8,5.523535062,61.2,4.7,36.8,39.3,NA,10,44.7,24,42720,394.4
182.3,49.3,66.8,12.6,51.70842825,50,43.7,43.1,5.37037037,56,6.8,29.3,52.3,NA,15,58.7,21,50802,448
199.1,41.5,55.7,27.6,52.04708291,152,39.1,41.9,7.499096494,53.9,10.5,44.5,47.3,NA,6.6,47.4,59,35368,523.1
180.1,NA,50.2,28.8,45.65139199,175,36.1,39.9,7.919234299,48.2,7.2,40.8,27.3,NA,7.3,46,78,34288,405.3
192.2,60.3,76.8,9.1,55.32530209,847,39.1,41.7,5.692199578,56.5,5.5,33.1,34.3,NA,17.5,60.2,331,60490,511.5
206.8,41.9,55.5,25.3,43.48336299,369,39,42.2,6.092582124,45.1,15.9,36.5,33.6,38.9,11.6,48.1,168,35640,451.3
120.4,69.1,78.3,12.6,71.12700722,1251,24.3,24.6,8.614426925,58.8,5.5,16.8,21.7,NA,25.8,NA,361,60957,394.9
170,27.9,36.6,34.8,41.80952381,13,29,30,5.882352941,41,14.7,28.8,17.2,NA,14.4,48.7,6,34326,399
172.9,53.9,68.3,15.9,47.00812066,1885,37.8,40.9,5.342350159,48,8,27.3,27,51.6,18.2,57.7,713,48380,470.9
143.7,NA,61.8,19.9,55.25443787,117,42.4,45.9,4.341957255,54.3,7.3,31,17.8,NA,12.9,50.7,42,38445,416.2
132.8,NA,71,10,57.45134631,68,33.2,35.8,6.918371652,56.5,4.4,36.2,38.6,NA,13.9,65.8,24,56800,359.3
202.5,NA,63,19.9,58.68212063,76,41.3,43.7,2.563121653,56.6,8.9,42.1,39,31.7,8.7,47.3,32,38544,490.6
185.8,58.9,71,14.6,53.35134297,1030,37.2,38.7,5.197966517,53.6,8.9,27.8,28.4,49.2,20,60.3,421,54196,448.5
179.6,53.7,70.1,12.2,54.6273664,293,40.1,43.1,6.68786915,56.3,7.6,49.9,43.2,NA,7.7,57.9,128,46610,439.3
187.9,47.9,62.6,17.2,54.8502573,419,39.4,41.9,3.913308575,57.6,7.3,34.7,30.6,44.7,9.1,49.7,189,39922,426.3
200.6,38.3,51.3,21.8,41.74704724,282,37.1,38.2,6.284065406,43,12.2,43.4,40.4,NA,7.9,50.7,118,42075,474
181.6,45.8,69.4,14.1,52.9590728,228,46.6,49.2,5.169018707,55.7,7.8,44.3,35.4,NA,9.5,51.9,100,41678,448.5
157.6,56.2,70.6,10.5,56.86991246,2737,37.1,39.6,6.226276831,54.8,6.1,38.2,35.9,37.5,16.4,62.4,1032,57369,449.7
173.3,24.1,33.5,32.4,41.77884615,35,26.5,38.7,6.831489915,32.8,19.8,37.6,31.3,43.5,7.7,41.8,16,27875,408
159.7,51.8,66,10.6,57.54847645,22,38.6,40.6,4.274611399,57.2,1.6,38.6,37.4,NA,13.2,61.7,8,49204,466.5
242.8,36.2,47.3,30.4,56.8843594,77,39.4,42.9,6.742424242,51.9,9.6,36.2,40.2,NA,6.6,NA,36,30872,498.8
206.9,50.6,77.6,14.4,53.80009212,100,51,53.7,2.71468144,54.4,6.3,32.5,27.8,NA,15.3,47.5,43,48921,525.6
147.9,37.4,49.9,16.3,49.39041951,148,-999,45,4.020100503,52.4,9.5,29,32.4,NA,15.4,54.2,54,44163,435.9
139.8,41,59.8,16.7,54.86268174,45,47.4,50.3,7.611940299,55.3,4.9,46,41.3,NA,7.3,45.4,19,38204,381.8
181.1,44.4,66.6,16.4,51.82028856,554,32.3,39.2,6.903026781,52.8,11.4,27.9,39.3,44.4,14.6,48.9,228,43972,457.8
154.6,46.8,56.3,17.1,53.80374468,8857,33.5,35.5,5.475268467,48.4,12.9,25.8,36.2,NA,13.4,52.4,3377,56877,414.5
183,NA,69.7,14.3,57.3063573,408,39.1,41,4.899005125,55.6,8.4,35.5,42.1,NA,9.9,54.2,168,50571,438.3
153.7,66.9,79.3,19.4,41.84408516,1962.667684,28,29.7,4.146877226,39.5,6,20,13.1,NA,26.3,NA,138,49246,453.5494221
161.7,51.6,60.3,18.2,43.90160228,4568,33.4,35.3,4.907650931,42.8,9.1,26.1,25.1,NA,20.8,61.6,1645,47069,440.7
160,40.5,60.2,19.2,63.15789474,38,47.7,50.4,8.686210641,66.7,4.9,38.4,62.7,NA,4.8,50.6,14,31996,483.4
126.1,23.7,50.3,22.8,46.56700481,129,54.8,54.9,4.686489981,54.1,11.2,36.6,40.4,33.3,6.4,37,54,32533,332
-999,41.3,60.4,19,55.2881925,60,39.5,45,6.972477064,59.4,5.8,48.6,33.6,NA,9.2,NA,25,37486,473.6
196.2,50.5,64.7,20.7,38.87703455,1813,-999,39.4,5.157532738,41.6,11.1,31.2,28.8,NA,14.7,56,976,42344,370.7
186.1,50.5,68.4,13.2,49.46891725,620,42.4,45.9,4.727253413,50.7,7,45,34.4,NA,13.2,53.7,255,44903,493.6
168.5,54.2,74.4,12.4,54.80726628,70,44.4,46.7,4.965920156,59.6,5.4,39.3,30.7,NA,13.7,61.7,29,49507,437.9
169,44.9,63.8,17.7,51.4017769,146,38.5,41.8,5.602240896,52.7,7.1,33.4,34.2,NA,15.2,53.3,59,44841,453.6
210.2,47.4,60.5,15.8,54.45351855,420,39.2,41.8,5.479185579,54.5,5.7,40,42.5,NA,10.5,53.4,182,46614,495.5
262.1,38.8,56.5,14,40.57971014,1962.667684,43,47.5,4.326923077,44.3,11.9,43.2,62.7,36.1,12.6,46,4,47180,453.5494221
160.1,52.2,67.3,11.2,58.69722776,140,40.2,41.2,4.630829016,59.6,6.2,30.3,49.5,NA,14.4,59.6,58,58792,398.2
129.9,69.9,79.6,6.3,70.02327635,748,37.3,38.4,5.246691229,62.6,6.2,19.3,30.2,39.2,31.1,63.7,187,86413,480.8
-999,49.7,64,13.9,45.6067151,1434,39.5,42.8,4.175372554,47.8,7,24.7,26.8,NA,22.2,57.5,516,47296,475.7
216.8,33.5,47.1,33.7,51.18649733,87,40.3,41,6.41509434,49.2,14.6,35.1,23.4,NA,6.2,36.5,41,27709,457.3
182.4,NA,71.3,21.6,38.96880138,1031,29.9,31.8,3.204859373,37.7,7.9,21.5,13.7,NA,21.5,54.6,426,44325,447.8
184.8,NA,68.2,22.2,43.3294727,634,33.6,35.9,3.877479319,42.1,10.1,35.5,19,63.5,13.3,53,255,39449,482.9
204.5,49.3,69.3,13.9,55.90180473,207,28.8,31.4,7.229203118,55,7.5,35.8,47.2,NA,13.6,44.8,85,46682,478.1
185.6,36.4,56.4,13.7,51.69230769,33,46.7,49.2,4.80349345,55.6,6.5,34.3,34,NA,11.1,50.7,12,39918,538.6
177.5,48.7,63,16.9,52.84685609,943,40.3,42.8,5.03246323,54,11,33.2,38.3,NA,13.5,54.8,346,43346,488.6
194.7,36.4,60.3,14.9,52.90134332,370,50.2,52.4,4.674318905,57.5,7.6,35.6,42.1,NA,13.1,44,156,37873,490.9
173.1,45.7,54.7,16.8,47.5137372,202,35.7,37.9,5.69874932,49.5,6.6,33.6,46.6,NA,9.5,58.9,83,44110,424.5
160.3,NA,63.4,15.4,47.97465924,75,50,51.7,3.381147541,54.2,12.5,36.5,29.4,NA,11.9,47.6,31,39359,422.5
196.1,37.3,57.8,20.1,50.29617663,117,44.5,47.4,6.395035078,52.8,13.7,41.6,35.6,NA,7.5,NA,56,37632,444.8
221.5,32.9,44.6,30.2,53.18254604,81,39.9,41.7,5.955168953,52.6,12.2,37.8,44,NA,3.9,35.3,31,29421,554.7
137.3,NA,74.6,12.5,60.35044825,36,44.8,46.1,0.702028081,57.4,6.5,40.2,41.3,NA,12.2,57.9,13,50358,408.9
170.2,60,75.1,10.2,53.48532996,2467,39.5,41.9,4.689714916,52.6,7.3,41,40.4,NA,14.9,61.8,883,58471,488.7
164.9,35.3,46.7,32.5,45.87134773,113,35.6,40.3,5.115327381,45.3,15.5,35.7,29.4,NA,8.9,47.7,47,31176,408.9
161.9,56.9,75.7,9.8,54.17921687,81,42.7,45.2,8.382476832,60.7,3.8,43.2,32.4,NA,11.2,63.6,31,50788,467.7
192.1,46,58.7,21.7,44.01303285,250,36.8,39.7,3.589466089,44.8,8,30.1,35.5,NA,13.9,52.7,103,40397,469.1
167.5,35.1,49.3,18.8,43.24014463,513,40.6,44,5.383139601,45.1,12.2,26.5,35.1,NA,15.7,52.1,197,42840,452.2
227.6,58.2,75.6,10.7,43.96226415,20,48.5,48,8.208955224,51,1.9,28.7,50.9,41.7,18.1,63.5,10,47596,532.1
132.3,NA,75.8,12.2,57.34908136,1962.667684,47.1,49.5,4.967948718,62.9,2.9,34.8,13.3,59.1,13.3,57.4,10,49536,453.5494221
133.8,41.3,60.2,13.9,49.00105152,15,49.4,49.9,5.925925926,50.9,6.4,35.1,25.4,NA,14.7,52.8,6,44562,364
172.7,NA,69.4,10.7,51.32470733,1962.667684,51.3,48.7,5.924855491,52.3,4.8,44.8,62.5,18.8,12.4,59.9,11,44727,453.5494221
182.5,60.6,75.6,10.5,59.06443537,473,38,40.2,4.56119093,58.6,6.7,34.8,32.1,NA,16,61.6,207,60970,430.1
170.8,57.1,76,12,63.62573099,16,42.2,52.7,3.205128205,66.3,2.5,37.6,31.3,NA,16.3,61.8,6,43699,532.8
156,61.9,78.8,7.6,58.16908454,146,40.3,43,5.573897844,60,3.4,35.6,29,NA,16,67,53,62745,467.9
198.3,44.4,59.6,18.9,55.69495134,178,35.9,39.3,3.558718861,55,5.7,42.7,46.1,19.2,10.7,50.5,75,43918,463.7
174.6,41.9,61.9,11.6,57.66982409,698,48.1,50.5,4.063558218,54.2,9.3,34.7,38.6,NA,15.1,43.7,300,51556,444.8
152.1,76.5,87.4,4.8,65.7719961,747,37.4,38.3,4.830467049,62.7,3.2,20.6,29.2,NA,33.3,67.9,234,97802,460.5
158.3,54.4,70.6,9.2,61.43432459,561,41.2,43.5,6.213794701,59.4,4.9,25.5,41.3,36.5,22.9,56.9,221,64533,410.9
122.5,NA,64.3,16.3,59.02578797,74,50.6,49,6.422798809,51.6,7,52.1,34,NA,5.7,NA,27,43953,355.1
186.7,56,74.7,11.1,59.89229545,492,42.6,44,5.407671348,57.1,10.5,37.1,37.2,NA,11.2,53,189,51510,484.6
169.1,64.1,75.1,22.1,42.16600744,641,26.6,29.7,5.208228801,40.8,6.5,26.6,23.3,NA,19.8,58.7,243,46276,452.2
228,37.7,51.6,25.5,45.53971759,242,36.9,39.6,5.000553159,44.8,9.6,41.3,37.1,NA,6.3,46.1,111,34022,501.8
178.3,55.2,77.3,11.7,55.71212884,61,39.5,42.9,1.750547046,59.5,2,35.6,28.1,NA,14.2,62,22,50540,494.3
166.7,53.6,71.7,12,55.44621649,52,44.1,47.3,2.963473467,54.5,3.8,49.2,44.5,NA,9.6,54.2,22,43049,444.2
176.5,55.4,76.2,11.3,54.09241445,1962.667684,43.5,45.5,5.738255034,-999,5,37.5,40.8,34,12.2,62.1,42,54386,453.5494221
106.5,NA,79.1,11.6,50.99108028,26,44.9,50.1,9.305373526,58.1,0.9,33.2,12.2,50.4,13.5,60.3,10,39572,357.4
201.3,53,73.2,11.5,51.29502828,46,45,46.4,5.139186296,58.4,4,42.6,24.6,NA,10,62,27,44947,379.5
171.3,43.1,62.7,13.8,55.18108863,2251,45.1,47.6,5.546022599,54.9,9.7,33.5,33.3,NA,14.3,47.6,879,46895,474.6
161.9,48.2,72.1,11.7,50.68079601,280,48.2,49.6,3.328451604,54,6.7,27.9,39.3,28.7,18.2,55.8,111,54836,454.6
190.3,56.1,66.5,12.1,50.8948485,238,36,37.9,6.11124004,48.7,7.7,36.7,31.7,NA,14.9,60.9,92,60751,470.8
172.5,45.1,62.9,17,53.30729997,168,44.5,48.6,5.65626049,56.5,6.7,34.5,41.7,47.1,10.5,52.8,78,38474,390.6
158.1,50.9,66.3,18.6,50.8388959,169,35.5,36.6,3.509433962,47.5,8.2,28.6,23.2,58.6,18,55,50,44653,536.1
190.7,49.6,69.2,14.1,50.31450694,940,35.1,38.4,6.068779501,48.8,8.4,33.5,25.9,51,14.1,56.5,347,54271,527.2
196.4,49,66,18.2,48.20957407,1962.667684,39.9,43.4,8.708822416,50.4,7,33.4,32.4,56.8,12.2,56.7,36,39196,453.5494221
177.3,46,70.2,14.2,52.53632424,1184,29,31.2,5.835105126,52.8,9.5,28.2,38.6,44.7,15.2,52.5,430,51048,475.2
188.8,NA,67.6,17.9,49.46399182,373,39.7,42.7,5.113459745,51,4.9,40.9,34.4,NA,14.5,NA,144,43729,510.9
180.7,43.3,59.9,15,51.36393879,22,43.6,44.7,4.787961696,54.2,4.6,50.1,27.9,NA,9.1,57,11,38023,405.5
195.6,48.7,64.3,15.6,47.01097609,498,41.3,44.6,3.957446809,48.8,7.7,33.8,40.9,NA,13.3,NA,206,46689,499.5
194.1,39.3,54.2,18.5,51.64319249,45,45.5,48.6,3.627311522,54.7,7.9,41.3,31.8,NA,9,52.9,23,37173,383.9
197.9,45.6,57.5,19.9,51.98325253,71,42.6,44.5,2.190865206,48.8,11,35.6,21.6,45.1,8.4,48,28,43111,468.9
179.7,NA,69,14.6,52.04957102,116,41.3,46,8.296346876,53.2,5.1,34.7,40.5,NA,13.8,55.6,44,46927,506.9
153.9,66,80.4,10,62.60986328,1962.667684,34.7,34.6,8.095893103,62.3,3.7,31.2,35,NA,21.2,64.8,36,65373,453.5494221
160.5,57.2,74.2,11.4,54.53401771,324,41.7,44.8,6.184505988,55.2,6.9,35.9,37.7,NA,14.5,59.1,106,52195,503.6
210.6,50.2,64.4,16,50.3774783,219,39.6,43,4.293271005,52.6,7.9,35.2,38.3,NA,13.8,55.8,89,49012,522.6
147.6,NA,50.8,15.7,58.81427072,92,31.8,32.5,8.495681864,59.9,6.6,28.2,39.4,NA,10.4,59.9,31,46513,441.3
175.1,57.3,74.5,23.6,43.78761646,160,29.4,32.5,3.098048116,40.4,9.4,29.2,15.8,NA,18.5,52.1,65,42684,465.6
172.6,52.8,69.7,15.8,52.29310276,1962.667684,37.6,42.3,5.263956311,53.3,5.7,28.6,32.7,NA,13.8,58.2,152,46533,453.5494221
169.7,64.7,81,8.9,55.70519362,1149,41.5,43.6,4.004308281,55.6,5.9,34.9,32,NA,21.1,60.8,405,60851,509.4
157.4,51.9,61.3,20.4,36.27241993,2841,33.8,36.4,5.74981682,38.2,11.3,21,28.5,NA,24.2,61.3,914,50597,462.8
168.3,54.1,74.2,10.8,54.12723449,116,44.4,46.6,5.962622367,58.6,4.2,44.5,38.6,NA,12.3,62.9,46,49018,456.7
161.7,NA,82.6,5.4,66.72032402,413,33.5,34,5.284618101,60.5,6,24.6,33.7,NA,22.6,69.8,128,90640,471.5
211.2,45.3,60,19.3,54.11020777,135,38.8,40.5,4.994346023,56.5,7.4,43.9,44.1,NA,5.4,53.5,55,36886,531.4
189.4,57.6,73.5,10.4,53.3624373,333,43.5,45.3,5.973097545,55.5,5.7,43.7,47.1,33.1,12.6,60.7,147,52850,472.2
175.5,45.4,62.9,16.2,54.02780201,256,46.6,47.6,6.717676047,57.8,6.2,31.4,49.9,NA,14.5,48.9,100,45193,454.1
182.4,33.9,52.4,18.8,52.93762454,241,44.9,46.7,4.550418639,55,9.2,37.2,43.5,NA,11.6,47.7,112,36424,408.4
200.2,39.7,56.1,17.3,48.88990826,313,44.2,45.4,4.712136228,51.2,9.5,41.3,35,NA,10.7,52.6,139,39001,458.3
232.1,42,54.3,23.9,52.61752646,176,38.9,41.2,4.045610747,51.9,11.1,41.4,33.3,47.3,7.9,45.5,76,34991,541.3
214.8,36.8,59.1,32.1,28.39305781,109,35.6,38.8,2.800074669,29.7,16.9,30.9,19.6,NA,10.9,45.3,53,28518,442.6
193.8,56.1,74.2,14.4,54.32620153,406,36.7,39.1,5.800146592,51,8.3,35.4,34.3,37,13.4,52.2,158,54298,482.4
165.1,63.6,76.4,10.2,58.17533321,627,36.2,38.6,4.614683861,57,6.3,33.8,32.1,NA,19.4,NA,242,58833,430.4
191.5,NA,60.6,15.6,47.33223403,1003,38.3,41,5.729334092,49,8.6,30.6,32.1,NA,14.4,55.1,395,44800,501.1
160.4,47.7,66.3,12.1,49.80617783,369,45.6,47.9,4.807193498,53.4,5.1,31.7,40.2,NA,19.8,60.7,133,51513,461.9
184.4,56.1,72.5,12.7,51.04928083,1962.667684,36.9,41.5,7.867590454,52.8,4.6,31.1,26.5,NA,16.3,63.9,78,50175,453.5494221
153.9,52.6,62,15,55.15394913,1962.667684,30.5,31.2,7.80919168,54.8,6.4,23,44.5,33.3,12.8,64.8,46,51144,453.5494221
239.3,36.9,49.1,34.4,53.7874558,81,40.5,41,3.777923784,55.1,8.4,42.2,40.3,NA,5.4,42.2,39,30217,492.5
183.2,40.5,53.7,28.3,43.92135143,105,37,41.6,8.353221957,40.8,11.9,31.5,40.4,NA,7,47.2,43,37263,440.8
179.9,45.8,64.7,15,47.27822581,121,45.2,48.6,3.666942377,47.6,9.7,36.3,39.8,NA,11.5,51,49,48232,450.9
218.4,39.4,56.4,20,49.87741342,124,42.2,44.7,4.374100719,50.6,7.2,49.7,41.8,NA,9.3,47.1,50,40568,553
176.9,46.1,63.4,16.1,50.9848174,84,41.9,45.2,4.500642949,55.1,9.4,42.3,39.3,NA,7.8,54.3,32,42105,510
151.5,57,71.2,12.3,51.06417813,77,38.2,39.8,5.625,53.2,4.3,35.6,41.6,NA,13.6,63.5,26,58225,426.1
203.7,33.6,50.2,20.7,50.79365079,135,45.9,47.4,6.885245902,50.9,11.7,41.3,42.9,22.5,9,42.2,67,36867,425.7
173.4,48.6,62.4,12.8,50.01458151,44,37.5,42.3,7.146666667,51.4,5.3,45.2,46.6,NA,12,60.4,19,46196,414.4
176.4,NA,78.2,9.1,51.22952689,1089,35.6,37.9,4.934777258,52,6.1,28.9,38.1,NA,21,66,386,61598,492
